region;departement;ville;adresse_gare;message_conjoncturel;horaire_guichet;nom_arret;codeuic;type_arret;presence_distributeur_billet;information_acessibilite_pmr;info;presence_metro;info_metro;presence_tramway;info_tramway;presence_bus;info_bus;presence_navette;info_navette;presence_cars;info_complementaire_presence_cars;presence_navette_fluviale;info_navette_fluviale;info_autopartage;presence_parking_velo;presence_parking_moto;presence_parking;info_covoiturage;presence_taxi;info_taxi;info_ligne_ter;lien_info_ligne_ter
centre;Gares;Bourges;Place du Général LECLERC18000 BOURGES;;A droite en entrant dans le hall de la gare (Boucles magnétiques aux guichets)du lundi au vendredi de 06:10 à 20:00samedi de 06:25 à 19:30dimanche et jours fériés de 09:50 à 21:00;05 Tours - Bourges - (Nevers);87465690;Gare;oui;Accueil handicapésA droite dans le hall de la gare après l'espace unique de vente. Téléphone: 0 890 640 650 puis 1. Fax:0 825 825 957 internet: www.accesplus.sncf.com Courriel:accesplus@sncf.frFauteuils roulantsRampes ou élévateurs d'embarquementdu lundi au dimanche de 06:08 à 22:56jours fériés de 06:08 à 22:56Equipements handicapésBandes d'éveil et de vigilance;AccueilA droite, dans le hall de la gare après l'espace unique de vente.du lundi au jeudi de 06:10 à 21:30vendredi de 06:10 à 22:00samedi de 06:10 à 21:30dimanche de 07:00 à 23:00jours fériés de 07:00 à 23:00Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous aux guichets ou sur les bornes libre service (automates jaunes).;non;;non;;oui;http://www.agglobus.com/;;;;;;;;oui;;oui;;oui;Taxi de Bourges / Taxi MAZER / Taxi de Trouy / Taxi JMJ;A gauche en entrant dans le hall de la gare.;
centre;Gares;Chaingy Fourneaux Plage;Rue de la Gare45380 CHAIGNY;;;03 Tours - Blois - Orléans - (Paris);87574111;Halte Ferroviaire;non;;Signalétique voie et quai : présence d'afficheurs légers;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
centre;Gares;Chartres;8 pl Pierre Sémard28000 CHARTRES;;Guichets Départs immédiatssitués dans le hall de la garedu lundi au vendredi de 04h45 à 11h55 et de 13h45 à 20h55samedi de 05h45 à 12h55 et de 13h45 à 20h55dimanche et jours fériés de 06h25 à 13h35 et de 14h25 à 21h35  Espace de Vente Voyageurs France Europe pour la préparation au voyageSitué à gauche dans le hall de la garedu lundi au vendredi de 08:45 à 19:30samedi de 09:00 à 19:30Préparation au voyagesGuichets situés dans le hall de la gare à gauchedu lundi au vendredi de 08:45 à 19:30samedi de 09:00 à 18:30;20 Dreux - Chartres - Orléans;87394007;Gare;oui;Accueil handicapésService Accès plus : Tél : 0890 640 650 Numéro de fax accès plus : 0825 825 957 - Courriel : accesplus@sncf.fr - Internet : www.accesplus.fr Accueil des voyageurs dans le hall de la gare au point accueilFauteuils roulantsDiables;Accueil en gareAgents SNCF situés dans le hall de la gare et sur le quai n°1bdu lundi au vendredi de 06:00 à 21:15samedi de 06:35 à 15:30dimanche de 14:20 à 22:05jours fériés de 14:20 à 22:05Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).;non;;non;;oui;http://www.filibus.fr;;;;;;;;non;;oui;;oui;TAXIS 2000;Situé dans le hall de la gare;
centre;Gares;Château Renault;6, rue A Bertrand37110 CHATEAURENAULT;;du lundi au vendredi : de 6h15 à 12h et de 12h35 à 19h30samedi : de 6h40 à 13h15 dimanche et fête : fermée;11 Paris - Vendôme TGV - Château Renault - Montdoubleau;87422402;Gare;oui;accès aménagé PMR;Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).Signalétique voie et quai : présence d'afficheurs légers;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
centre;Gares;Châteauroux;rue Bourdillon36000 Chateauroux;;Espace unique de venteA gauche en entrant dans le hall de la garedu lundi au vendredi : de 07:00 à 20:15samedi : de 08:40 à 20:00dimanche et jours fériés : de 12:20 à 20:15vente groupesTel : 0 810 879 479du lundi au vendredi de 08:30 à 18:00;38 Châteauroux - Loches - (Tours);87597005;Gare;oui;Accueil handicapésbulle accueil. Acces plus Tél:0 890 640 650 puis 1. Fax:0 825 825 957. Internet:www.accesplus.sncf.com Courriel:accesplus@sncf.frFauteuils roulantsDiablesdu lundi au samedi de 06:30 à 13:30 et de 14:30 à 21:30dimanche de 14:30 à 21:30jours fériés de 14:30 à 21:30;AccueilA droite en entrant dans le hall de la garedu lundi au samedi de 06:30 à 13:30 et de 14:30 à 21:30dimanche de 14:30 à 21:30jours fériés de 14:30 à 21:30Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).;non;;non;;oui;http://www.bus-horizon.com/;;;;;;;;non;;oui;;oui;Taxi à la demande depuis certaines communes à proximité : renseignements en téléphonant au 06 09 74 46 06;A droite en entrant dans le hall de la gare;
centre;Gares;Chissay en Touraine;gare SNCF41400 CHISSAY EN TOURAINE;;;05 Tours - Bourges - (Nevers);87574848;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
centre;Gares;Conde sur Huisne;"Rue Boudet Binet
61110 Condé-sur-Huisne";;"du lundi au jeudi de 06h30 à 11h35 et de 13h à 15h

vendredi de 09h à 11h35 et de 13h à 17h40samedi de 13h à 18h20dimanche de 13h à 19h15";17 (Le Mans) - Nogent - Chartres - (Paris);87116400;Gare;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;Ligne Nogent le Rotrou - Chartres - Paris Montparnasse;
centre;Gares;Coullons;;;;90 Montargis - Gien - Aubigny - Cosne - Sancerre;87314534;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
centre;Gares;Dreux;rue du Bois des Fossés28134 DREUX;;Guichets pour les départs immédiats et la préparation au voyagesitués dans le Hall de la gare, à droitelundi de 04:40 à 21:30mardi au samedi de 4:55 à 21:35dimanche de 05:50 à 22:40;19 Paris - Dreux - Granville;87393488;Gare;oui;Accueil handicapésService Accès Plus : Tél : 0890 640 650. Numéros de fax Accès Plus : 0825 825 957 - Courriel : accesplus@sncf.fr - Internet : www.accesplus.fr Accueil des voyageurs aux guichets SNCF dans le hall de la gareFauteuils roulantsDiables;Ouverturedu lundi au vendredi de 04:40 à 12:50 et de 13:15 à 21:30samedi de 05:40 à 21:30dimanche de 05:40 à 12:55 et de 13:40 à 22:20jours fériés de 05:40 à 12:55 et de 13:40 à 22:20Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).;non;;non;;oui;http://www.linead.fr/;;;;;;;;oui;;oui;;non;;Situé dans le hall de la gare;
centre;Gares;Faubourg d'Orléans;41200 ROMORANTIN LANTHENAY;;;24 Luçay Le Mâle - Romorantin - Salbris;87576173;Halte Ferroviaire;oui;;Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).;non;;non;;non;;;;Non;;;;;non;;non;;non;;;
centre;Gares;Gièvres;Rue Eugène Gibault41130 GIEVRES;;"du lundi au vendredi : de 6h40 à 9h30, de 9h50 à 13h et de 14h45 à 20h00
le samedi, dimanche et fêtes : de 8h30 à 13h et de 16h15 à 20h";24 Luçay Le Mâle - Romorantin - Salbris;87576876;Gare;oui;Accueil handicapésService Accès plus : Tél : 0890 640 650 Numéro de fax accès plus : 0825 825 957 - Courriel : accesplus@sncf.fr - Internet : www.accesplus.fr Accueil des voyageurs dans le hall de la gare.;Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).Signalétique voie et quai : présence d'afficheurs légers;non;;non;;non;;;;Non;;;;;oui;;oui;;non;;;
centre;Gares;Issoudun;4, Boulevard Pierre Favreau36100 ISSOUDUN;;du lundi au samedi : de 9h à 12h et de 14h à 18h30dimanche et fête : de 14h à 19h30;08 Châteauroux - Bourges;87597062;Gare;oui;"Service ""Accès +"" : Tél : 0890 640 650 - Fax: 0825 825 957 - internet : www.accesplus.sncf.com Courriel:accesplus@sncf.fr";Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).Signalétique voie et quai : présence d'afficheurs légers;non;;non;;oui;http://www.issoudun.fr/vie-pratique/transport.html;;;;;;;;oui;;oui;;non;;;
centre;Gares;La Chapelle Sur Loire;Rue des Déportés37140 LA CHAPELLE SUR LOIRE;;;28 Tours - Saumur;87571802;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
centre;Gares;La Loupe;Place de la gare28240 LA LOUPE;;du lundi au vendredi : de 5h55 à 12h35 et de 12h55 à 19h50samedi : de 8h30 à 15h45dimanche et fête : de 12h45 à 20h;17 (Le Mans) - Nogent - Chartres - (Paris);87394254;Gare;oui;accès avec guidage sonore tactile.;Parc à vélo sécuriséAttention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).Signalétique voie et quai : présence d'afficheurs légers;non;;non;;oui;;;;;;;;;oui;;oui;;non;;;
centre;Gares;Langeais;Place Joseph Martin37130 LANGEAIS;;du lundi au vendredi : de 6h20 à 13h15 et de 13h40 à 19h30samedi : de 9h00 à 11h30 et de 12h30 à 18h00dimanche et fête : de 12h40 à 20h25;28 Tours - Saumur;87571828;Gare;oui;Portes automatiques;Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).Signalétique voie et quai : présence d'afficheurs légers;non;;non;;non;;;;Non;;;;;oui;;oui;;non;;;
centre;Gares;Les Aubrais Orléans;rue Lamartine45400 Fleury les Aubrais;;Espace unique de vente.A gauche,en entrant dans le hall depuis le parvis de la gare.du lundi au vendredi de 05:45 à 20:15samedi de 07:10 à 18:35dimanche et fêtes de 10:15 à 18:35;34 (Dijon) - Nevers - Bourges - Vierzon - Orleans;87543017;Gare;oui;Accueil handicapésl'accueil est situé au premier étage, face au quai n°1.Accès par l'extérieur de la gare au moyen d'un escalier placé à gauche du bâtiment. Acces plus: tél: 0890640650 puis 1 Fax: 0825825957 internet: www.accesplus.sncf.com courriel: accesplus@sncf.frFauteuils roulantsRampes ou élévateurs d'embarquementdu lundi au vendredi de 06:00 à 23:15du samedi au dimanche de 06:15 à 23:15jours fériés de 06:15 à 23:15;AccueilBulle accueil située dans le hall de la gare, à gauche.du lundi au vendredi de 09:00 à 12:00 et de 14:30 à 19:00AccueilSitué sur le quai n°1. Accès par l'extérieur de la gare, en utilisant l'escalier situé à gauche du bâtimentdu lundi au vendredi de 06:00 à 23:15du samedi au dimanche de 06:15 à 23:15jours fériés de 06:15 à 23:15Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous aux guichets ou sur les bornes libre service (automates jaunes).;non;;oui;;oui;;Non;;Non;;Non;;;oui;;oui;;oui;;A droite en entrant dans le hall de la gare.;
centre;Gares;Loches;Place de la Gare37600 LOCHES;;du lundi au vendredi : de 6h à 12h30 et de 14h à 19h40samedi : de 07h15 à 13h30 et de 14h à 19hdimanche et fête : de 14h30 à 19h45;38 Châteauroux - Loches - (Tours);87571471;Gare;oui;aménagement des abords, parking, installation d'une rampe d'accès, portes automatiques, guichet surbaissé, interphone, guidage sonore et tactile;Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).Signalétique voie et quai : présence d'afficheurs légers;non;;non;;oui;;;;;;;;;oui;;oui;;non;;;
centre;Gares;Loreux;gare SNCF41200 LOREUX;;;24 Luçay Le Mâle - Romorantin - Salbris;87576157;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;oui;;non;;non;;;
centre;Gares;Marchezais Broué;gare SNCF15 rue de la Gare28410 MARCHEZAIS;;;19 Paris - Dreux - Granville;87393470;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
centre;Gares;Mondoubleau;;;;11 Paris - Vendôme TGV - Château Renault - Montdoubleau;87396747;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
centre;Gares;Montrichard;avenue de la Gare41400 MONTRICHARD;;lundi : de 7h10 à 12h00 et de 13h00 à 16h10du mardi au vendredi : de 9h10 à 12h00 et de 13h00 à 17h35samedi : de 9h55 à 17h00dimanche et fête : de 12h50 à 18h40;05 Tours - Bourges - (Nevers);87574855;Gare;oui;guichet équipé PMR et portes automatiques.;Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).Signalétique voie et quai : présence d'afficheurs légers;non;;non;;non;;;;Non;;;;;oui;;oui;;oui;Taxi à la demande depuis certaines communes à proximité : renseignements en téléphonant au 02 54 71 34 24;;
centre;Gares;Neuillé Pont Pierre;D 16637360 NEUILLE PONT PIERRE;;;27 Tours - Château du Loir - Le Mans;87571547;Halte Ferroviaire;non;;;non;;non;;oui;;;;;;;;;oui;;oui;;non;;;
centre;Gares;Nouan le Fuzelier;41600 NOUAN LE FUZELIER;;;23 Vierzon - Salbris - Orléans - (Paris);87543157;Halte Ferroviaire;non;;Signalétique voie et quai : présence d'afficheurs légers;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
centre;Gares;Orléans;"Gare SNCF
Avenue de Paris
45000 Orléans";;Espace de Venteface aux voies, dans la halle de la gareBoucles magnétiques aux guichetslundi au vendredi de 05:40 à 20:00samedi de 06:40 à 19:00 dimanche et fête de 09:10 à 20:00;34 (Dijon) - Nevers - Bourges - Vierzon - Orleans;87543009;Gare;oui;Accueil handicapésprise en charge au niveau de l'Accueil dans la halle de la gare, réservation de la prestation : tel : 0890640650 puis 1 fax : 0825 825 957 accesplus@sncf.fr www.accesplus.sncf.comTel : 0 890 640 650Fauteuils roulantsRampes ou élévateurs d'embarquementdu lundi au vendredi de 06:00 à 22:15samedi de 06:15 à 22:15dimanche de 07:00 à 22:15jours fériés de 07:00 à 22:15;Accueildans la halle de la garedu lundi au vendredi de 06:00 à 22:15samedi de 06:15 à 22:15dimanche de 07:00 à 22:15jours fériés de 07:00 à 22:15Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous aux guichets ou sur les bornes libre service (automates jaunes).;non;;oui;TAO;oui;http://www.reseau-tao.fr/;;;;;;;;oui;;oui;;oui;http://www.taxis-de-france.com/;dans le hall de la gare;
centre;Gares;Port Boulet;Place de la Gare37140 CHOUZE SUR LOIRE;;du lundi au vendredi : de 6h30 à 11h30 et de 13h à 15hsamedi : de 9h00 à 12h35 et de 13h50 à 17h35dimanche et fête : de 13h à 19h45;28 Tours - Saumur;87571794;Gare;oui;Guichet aménagé aux PMR;Attention : Les distributeurs de billets régionaux (automates bleus) permettent seulement l'achat de titre de transport sans réservation. Pour le retrait d'une réservation réalisée sur internet par exemple, adressez-vous à une gare équipée d'un guichet ou sur certaines bornes libre service (automates jaunes).Signalétique voie et quai : présence d'afficheurs légers;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
centre;Gares;Rouvre;;;;31 Tours - Loches;;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
centre;Gares;Savigny sur Braye;;;;11 Paris - Vendôme TGV - Château Renault - Montdoubleau;87358697;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Beaurainville;"Place de la gare 
62 990 Beaurainville";;pas d'ouverture de guichet (halte);15 Boulogne St Pol Béthune Lille;;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Bertry;Départementale 9659 980 BERTRY;;pas d'ouverture de guichet (halte);22 Paris Reims Cambrai Lille;;Halte Ferroviaire;non;non;En cas de besoin, vous pouvez contacter votre ProximiTER : Patrice Lorent au 06 16 56 02 73.Présence d'un abri à vélo fermé. Pour obtenir votre badge d'accès, appelez ContactTER au 0891 671 059 (0.23/min, du lundi au vendredi de 6h à 20h);non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Biache;"Gare SNCF
Place de la Gare
62118 BIACHE ST VAAST";;"pas d'ouverture de guichet (halte)Ouverture de la gare:
lundi au vendredi 06H00/09H00";02 Rouen Amiens Arras Lille;;Halte Ferroviaire;oui;Non;Proximi présent de 6h00 à 9h00;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Boisleux;Départementale 3662175 Boisleux au Mont;;pas d'ouverture de guichet (halte);02 Rouen Amiens Arras Lille;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Boulogne Ville;"3, Boulevard Voltaire 
62200 Boulogne sur Mer";;"- lundi : 05h15 à 19h30
- mardi au samedi : 06h15 à 19h30
- dimanche et jours fériés : 06h30 à 20h50Horaires d'ouverture de la gare :- lundi au jeudi : 04h00 à 22h10
- vendredi : 04h00 à 23h00
- samedi : 04h30 à 22h10
- dimanche et jours fériés : 05h30 à 00h00";10 Dunkerque Calais Boulogne;;Gare;oui;Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min);;non;;non;;oui;;;;Non;;;;;non;;oui;;non;;mailto:info@tourisme-boulognesurmer.com;http://www.tourisme-boulognesurmer.com/
nord_pas_de_calais;Nord Pas de Calais;Boulogne Ville;"3, Boulevard Voltaire 
62200 Boulogne sur Mer";;"- lundi : 05h15 à 19h30
- mardi au samedi : 06h15 à 19h30
- dimanche et jours fériés : 06h30 à 20h50Horaires d'ouverture de la gare :- lundi au jeudi : 04h00 à 22h10
- vendredi : 04h00 à 23h00
- samedi : 04h30 à 22h10
- dimanche et jours fériés : 05h30 à 00h00";TER GV Rang-Etaples-Boulogne-Calais-Lille;;Gare;oui;Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min);;non;;non;;oui;;;;Non;;;;;non;;oui;;non;;mailto:info@tourisme-boulognesurmer.com;http://www.tourisme-boulognesurmer.com/
nord_pas_de_calais;Nord Pas de Calais;Brimeux;"Départementale 129
62170 BRIMEUX";;pas d'ouverture de guichet (halte);14 Arras St Pol Etaples Boulogne;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Caffiers;Départementale 25062132 CAFFIERS;;pas d'ouverture de guichet (halte);11/12 Paris Amiens Boulogne Calais Lille;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Calais Ville;"Gare SNCF 
46, avenue Wilson 
62100 CALAIS VILLE";;"- lundi au samedi : 06h00 à 19h30
- dimanche et fêtes : 08h45 à 19h45Horaires d'ouverture de la gare :- lundi au jeudi : 04h45 à 21h45
- vendredi : 04h45 à 22h45
- samedi : 05h15 à 22h00
- dimanche et fêtes : 08h15 à 23h50 Horaires d'ouverture du Relais Pass Pass TER :
- lundi au vendredi : 10h00 à 12h30 ; 13h30 à 18h15
- fermeture : * du samedi 6 juillet au dimanche 18 août 2013 inclus * du lundi 23 décembre 2013 au mercredi 1er janvier 2014 inclus.";09 Dunkerque Calais;;Gare;oui;"accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)
Emplacements parking aménagés
Ascenseur 
Fauteuil roulant 
Chariot élévateur
Cabine téléphonique surbaissée

La personne à mobilité réduite est invitée à communiquer son numéro de train par téléphone pour obtenir un accueil personnalisé et à se présenter une demi-heure avant le départ du train.";"Office de tourisme 
12, Boulevard Clémenceau
62100 CALAIS
Téléphone : 03 21 96 62 40

Horaires du 1er septembre au 30 avril :
De 10h à 18h du lundi au vendredi / De 10h à 17h le samedi / Fermé le dimanche sauf évènements locaux

Horaires du 1er mai au 30 août :
De 10h à 18h du lundi au samedi / De 10h à 17h le dimanche. 
Site Internet :  http://calais-cotedopale.com";non;;non;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Calais Ville;"Gare SNCF 
46, avenue Wilson 
62100 CALAIS VILLE";;"- lundi au samedi : 06h00 à 19h30
- dimanche et fêtes : 08h45 à 19h45Horaires d'ouverture de la gare :- lundi au jeudi : 04h45 à 21h45
- vendredi : 04h45 à 22h45
- samedi : 05h15 à 22h00
- dimanche et fêtes : 08h15 à 23h50 Horaires d'ouverture du Relais Pass Pass TER :
- lundi au vendredi : 10h00 à 12h30 ; 13h30 à 18h15
- fermeture : * du samedi 6 juillet au dimanche 18 août 2013 inclus * du lundi 23 décembre 2013 au mercredi 1er janvier 2014 inclus.";12bis Calais St Omer Lille;;Gare;oui;"accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)
Emplacements parking aménagés
Ascenseur 
Fauteuil roulant 
Chariot élévateur
Cabine téléphonique surbaissée

La personne à mobilité réduite est invitée à communiquer son numéro de train par téléphone pour obtenir un accueil personnalisé et à se présenter une demi-heure avant le départ du train.";"Office de tourisme 
12, Boulevard Clémenceau
62100 CALAIS
Téléphone : 03 21 96 62 40

Horaires du 1er septembre au 30 avril :
De 10h à 18h du lundi au vendredi / De 10h à 17h le samedi / Fermé le dimanche sauf évènements locaux

Horaires du 1er mai au 30 août :
De 10h à 18h du lundi au samedi / De 10h à 17h le dimanche. 
Site Internet :  http://calais-cotedopale.com";non;;non;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Cambrai;"Gare SNCF 
12 Place de la Gare 
59400 CAMBRAI";;"- lundi au vendredi : 06h00 à 20h00
- samedi : 08h00 à 20h00
- dimanche &amp; fêtes : 13h00 à 20h00";22 Paris Reims Cambrai Lille;;Gare;oui;"Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min) 
Emplacements Parking Aménagés
Chariot élévateur
Ascenseurs
Fauteuil roulant
Rampe d'accès aux quais
Bande d'éveil de vigilance
 
La personne à mobilité réduite est invitée à communiquer son numéro de train par téléphone pour obtenir un accueil personnalisé et à se présenter une demi-heure avant le départ du train.";Office de tourisme 48, rue de Noyon 59400 CAMBRAI Centre ville Tel :03 27 78 36 15;non;;non;;non;;NC;;Non;;NC;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Caudry;"Gare SNCF 
Place de la Gare 
59540 CAUDRY";;"- lundi au vendredi : 12h00 à 19h00
- samedi : 09h00 à 13h00 ; 14h00 à 17h00- fermé dimanche &amp; fêtes";22 Paris Reims Cambrai Lille;;Gare;oui;"Emplacement parking pour personne à mobilité réduite
Rampe d'accès au quai";"Correspondances urbaines 
CAUDRY BUS Place de la gare 8h / 17h Tel :03 27 76 55 10
Correspondances interurbaines 
CAMBRESIX Place de la gare 8h / 17h Tel :03 27 76 55 10
Borne Taxi Centre Ville tel : 06 80 60 27 56";non;;non;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Coudekerque;Rue Gustave Fontaine59210 COUDEKERQUE-BRANCHE;;pas d'ouverture de guichet (halte);06-07 Arras Hazebrouck Dunkerque Calais;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Croix Wasquehal;"2 rue Denis Papin
59260 WASQUEHAL";;"- lundi au vendredi : 08h00 à 20h00- samedi : 09h00 à 18h00- dimanche &amp; fêtes : 10h00 à 12h00 ; 14h00 à 18h00   Horaires d'ouverture de la gare :  - lundi au vendredi : 06h25 à 20h00
- samedi : 09h00 à 18h00
- dimanche &amp; fêtes : 09h15 à 17h00";01 Ostende Anvers Tourcoing Lille;;Gare;non;non;Escalier sous-terrain équipé de rampes à vélo.;non;;non;;non;;;;Non;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Cysoing;Adresse;;Horaires;04;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Don Sainghin;"Place de la Gare
59184 SAINGHIN EN WEPPES";;"- lundi au vendredi : 06h00 à20h00
 - samedi : 09h00 à 12h00 ; 13h00 à 17h00
- dimanche &amp; fêtes : 10h00 à 12h00 ; 14h00 à 19h00";15 Boulogne St Pol Béthune Lille;;Gare;oui;non;Escalier sous-terrain équipé de rampes à vélo.;non;;non;;non;;NC;;Non;;NC;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Dourges;"Gare SNCF 
Place de la gare 
62119 DOURGES";;"- lundi au vendredi : 06h00 à 13h00
 - fermé samedi, dimanche &amp; fêtes.";13 Lens Libercourt Lille;;Gare;oui;Une place Parking aménagée;;non;;non;;oui;http://www.tadao.fr;NC;;Non;;NC;;;oui;;oui;;non;;;
